tenure,MonthlyCharges,Contract,OnlineSecurity,PaymentMethod,CLV
43,55.55,0,0,1,2388.65
9,80.55,0,0,2,724.9499999999999
3,20.25,1,1,3,60.75
22,69.5,1,0,0,1529.0
40,106.0,1,0,0,4240.0
68,25.5,2,1,0,1734.0
54,104.3,0,0,2,5632.2
50,79.6,2,0,3,3979.9999999999995
1,55.25,0,0,2,55.25
72,88.05,2,2,0,6339.599999999999
40,20.4,1,1,0,816.0
72,117.6,2,2,0,8467.199999999999
6,20.0,0,1,3,120.0
5,19.65,0,1,1,98.25
48,70.55,1,0,1,3386.3999999999996
1,93.85,0,0,2,93.85
64,65.8,1,2,3,4211.2
17,20.05,1,1,1,340.85
40,80.0,0,0,2,3200.0
41,35.4,1,2,1,1451.3999999999999
51,79.6,1,0,0,4059.6
41,80.25,0,0,2,3290.25
1,50.45,0,0,3,50.45
2,20.45,0,1,3,40.9
68,79.6,1,0,1,5412.799999999999
24,24.7,2,1,3,592.8
70,77.3,2,2,1,5411.0
3,29.75,0,0,2,89.25
2,44.9,0,0,0,89.8
3,29.8,0,0,1,89.4
7,74.65,0,0,2,522.5500000000001
13,71.95,0,2,2,935.35
7,20.75,0,1,3,145.25
12,56.3,0,0,3,675.5999999999999
53,105.25,1,0,2,5578.25
12,94.2,0,0,2,1130.4
63,19.55,2,1,3,1231.65
15,84.45,0,2,3,1266.75
36,53.65,1,2,3,1931.3999999999999
4,29.9,0,0,2,119.6
24,19.7,2,1,3,472.79999999999995
61,43.7,1,2,1,2665.7000000000003
16,55.3,0,0,2,884.8
65,19.85,2,1,1,1290.25
26,19.65,2,1,1,510.9
16,49.45,0,0,3,791.2
54,106.55,1,2,0,5753.7
1,20.1,0,1,3,20.1
5,20.45,2,1,3,102.25
19,39.7,0,0,2,754.3000000000001
10,54.5,0,2,1,545.0
23,83.8,0,0,2,1927.3999999999999
3,55.15,0,0,3,165.45
72,111.6,2,0,0,8035.2
10,86.65,0,0,2,866.5
10,55.55,0,0,3,555.5
11,20.55,1,1,3,226.05
37,106.75,0,2,0,3949.75
17,62.1,1,2,3,1055.7
36,104.5,0,2,1,3762.0
17,101.8,0,0,2,1730.6
66,110.6,1,2,1,7299.599999999999
61,84.9,1,2,0,5178.900000000001
22,93.2,0,0,3,2050.4
1,24.4,0,0,2,24.4
6,70.55,0,0,1,423.29999999999995
31,78.45,0,0,2,2431.9500000000003
68,85.0,2,2,1,5780.0
34,87.45,0,0,2,2973.3
52,85.8,0,0,0,4461.599999999999
10,91.1,0,0,2,911.0
29,70.75,0,0,2,2051.75
72,20.1,2,1,0,1447.2
47,20.05,1,1,3,942.35
24,74.8,1,2,3,1795.1999999999998
65,24.8,1,1,1,1612.0
4,100.85,0,0,3,403.4
12,101.35,0,0,2,1216.1999999999998
1,81.7,0,2,2,81.7
33,68.25,0,0,2,2252.25
34,105.1,0,0,2,3573.3999999999996
14,20.4,2,1,3,285.59999999999997
4,79.15,0,0,2,316.6
13,20.0,1,1,3,260.0
65,79.4,2,0,0,5161.0
23,57.2,1,2,1,1315.6000000000001
55,58.6,2,2,2,3223.0
49,94.8,2,0,2,4645.2
60,102.5,1,0,0,6150.0
69,20.35,1,1,1,1404.15
40,84.9,0,0,2,3396.0
67,69.2,2,2,1,4636.400000000001
35,95.45,0,0,2,3340.75
19,100.95,1,0,2,1918.05
13,20.85,2,1,3,271.05
41,88.5,0,0,0,3628.5
4,35.0,0,2,3,140.0
24,55.15,0,2,2,1323.6
5,50.95,0,0,1,254.75
5,64.0,0,0,2,320.0
1,69.1,0,0,3,69.1
72,80.2,2,2,0,5774.400000000001
24,49.3,0,0,1,1183.1999999999998
42,84.35,2,2,1,3542.7
4,20.05,0,1,3,80.2
68,117.2,1,2,1,7969.6
33,20.1,1,1,3,663.3000000000001
1,69.6,0,0,2,69.6
31,103.45,1,0,2,3206.9500000000003
4,77.95,0,0,0,311.8
69,109.95,2,0,2,7586.55
38,94.75,0,0,2,3600.5
3,80.0,0,0,2,240.0
48,79.65,2,0,2,3823.2000000000003
15,25.2,2,1,3,378.0
25,19.9,1,1,1,497.49999999999994
1,78.45,0,0,2,78.45
48,44.8,0,2,2,2150.3999999999996
1,20.3,0,1,3,20.3
1,19.2,0,1,2,19.2
37,80.05,1,0,2,2961.85
66,107.35,1,0,0,7085.099999999999
26,47.85,1,2,0,1244.1000000000001
63,70.8,1,2,1,4460.4
10,29.5,0,0,3,295.0
2,70.75,0,2,2,141.5
18,59.1,0,2,1,1063.8
64,25.55,2,1,3,1635.2
9,84.45,0,0,2,760.0500000000001
28,20.25,0,1,3,567.0
1,75.55,0,0,2,75.55
4,85.65,0,0,2,342.6
38,70.15,1,0,1,2665.7000000000003
66,95.3,1,0,2,6289.8
1,70.25,0,0,2,70.25
18,50.3,0,0,3,905.4
51,97.8,0,0,2,4987.8
1,46.3,0,0,3,46.3
12,19.35,2,1,0,232.20000000000002
41,106.3,0,0,2,4358.3
12,25.0,0,1,2,300.0
55,20.3,2,1,3,1116.5
7,75.35,0,0,2,527.4499999999999
12,89.4,0,0,2,1072.8000000000002
68,88.0,2,2,1,5984.0
5,83.15,0,0,1,415.75
49,43.8,0,0,3,2146.2
40,62.05,1,2,1,2482.0
16,20.1,1,1,0,321.6
10,74.15,0,0,3,741.5
72,101.35,1,0,2,7297.2
2,84.05,0,0,2,168.1
23,20.9,2,1,3,480.7
71,105.9,1,0,2,7518.900000000001
11,99.5,0,0,2,1094.5
1,44.15,0,0,3,44.15
16,53.9,0,0,3,862.4
1,85.45,0,0,3,85.45
12,85.05,0,0,1,1020.5999999999999
54,44.1,1,2,0,2381.4
68,90.2,2,0,1,6133.6
4,50.85,0,0,3,203.4
1,59.2,0,0,2,59.2
27,53.45,0,2,3,1443.15
21,19.95,0,1,3,418.95
13,83.2,0,0,2,1081.6000000000001
64,74.65,0,0,1,4777.6
1,54.9,0,2,2,54.9
57,57.5,2,0,0,3277.5
21,103.9,0,2,2,2181.9
19,19.65,2,1,3,373.34999999999997
31,93.8,1,0,2,2907.7999999999997
52,89.25,2,2,3,4641.0
46,94.15,1,0,2,4330.900000000001
11,55.6,0,2,2,611.6
53,48.7,0,2,0,2581.1000000000004
11,19.25,0,1,3,211.75
57,104.9,0,0,0,5979.3
2,75.45,0,0,3,150.9
2,54.85,0,2,3,109.7
71,19.9,2,1,0,1412.8999999999999
1,19.4,0,1,3,19.4
68,25.05,2,1,1,1703.4
72,84.45,2,2,3,6080.400000000001
2,19.3,0,1,3,38.6
1,95.1,0,0,2,95.1
41,79.85,1,2,0,3273.85
72,25.55,2,1,1,1839.6000000000001
6,75.5,0,0,2,453.0
4,73.75,0,0,2,295.0
12,96.05,0,0,2,1152.6
58,68.4,1,2,2,3967.2000000000003
7,20.65,0,1,3,144.54999999999998
65,55.15,0,2,3,3584.75
1,70.6,0,0,3,70.6
56,19.95,1,1,1,1117.2
4,19.0,0,1,3,76.0
58,44.1,1,0,3,2557.8
62,107.6,2,0,0,6671.2
26,61.55,1,2,2,1600.3
62,90.7,0,2,0,5623.400000000001
58,99.25,1,2,1,5756.5
68,91.7,2,2,2,6235.6
61,100.7,1,2,1,6142.7
42,78.45,2,0,1,3294.9
18,84.3,0,0,0,1517.3999999999999
56,19.55,2,1,0,1094.8
4,88.95,0,0,2,355.8
4,20.45,0,1,1,81.8
35,55.6,1,2,1,1946.0
64,86.8,0,2,0,5555.2
31,20.95,1,1,3,649.4499999999999
67,20.05,2,1,0,1343.3500000000001
4,50.7,0,0,1,202.8
70,113.65,2,2,2,7955.5
3,53.4,0,0,1,160.2
53,101.9,0,0,2,5400.700000000001
2,59.5,2,2,3,119.0
29,87.8,0,0,1,2546.2
47,41.9,2,2,3,1969.3
68,83.0,1,0,2,5644.0
12,69.85,0,2,3,838.1999999999999
8,56.3,0,0,0,450.4
54,109.55,0,2,2,5915.7
69,92.15,2,0,3,6358.35
26,69.5,0,2,0,1807.0
72,97.0,2,2,0,6984.0
70,58.35,2,2,0,4084.5
1,50.6,0,2,3,50.6
10,89.5,0,0,2,895.0
28,70.4,1,0,0,1971.2000000000003
1,69.8,0,0,2,69.8
21,94.3,0,0,2,1980.3
51,93.8,0,2,0,4783.8
53,19.55,1,1,0,1036.15
53,95.95,1,2,2,5085.35
24,101.05,0,0,2,2425.2
70,94.8,2,2,1,6636.0
61,107.75,1,2,2,6572.75
11,54.6,1,2,3,600.6
2,71.3,0,0,1,142.6
25,19.5,1,1,0,487.5
41,56.3,1,0,1,2308.2999999999997
18,94.7,0,0,2,1704.6000000000001
72,104.15,2,0,0,7498.8
71,90.55,2,2,1,6429.05
34,60.8,1,2,3,2067.2
29,98.8,0,0,1,2865.2
40,98.15,1,2,1,3926.0
36,35.35,1,2,3,1272.6000000000001
46,103.15,1,0,2,4744.900000000001
58,107.75,1,2,2,6249.5
39,81.4,1,0,1,3174.6000000000004
4,61.45,0,0,1,245.8
52,95.7,1,0,1,4976.400000000001
70,104.8,1,0,2,7336.0
65,70.95,1,0,0,4611.75
1,44.95,0,0,3,44.95
70,97.65,1,0,2,6835.5
29,35.65,0,0,3,1033.85
1,90.55,0,0,2,90.55
67,85.25,2,2,3,5711.75
1,19.5,0,1,3,19.5
26,88.8,0,0,0,2308.7999999999997
30,25.1,2,1,3,753.0
48,100.05,0,0,1,4802.4
55,55.7,0,2,2,3063.5
7,85.2,0,0,3,596.4
37,91.15,0,2,2,3372.55
31,83.85,0,0,0,2599.35
4,45.9,0,0,2,183.6
72,25.1,2,1,1,1807.2
5,91.4,0,0,2,457.0
1,19.7,0,1,3,19.7
15,91.5,0,0,2,1372.5
8,51.3,0,2,1,410.4
35,21.1,1,1,3,738.5
56,104.75,0,0,2,5866.0
42,106.15,0,0,0,4458.3
65,85.75,0,2,2,5573.75
2,20.3,1,1,3,40.6
65,100.75,1,2,2,6548.75
18,74.15,0,0,2,1334.7
23,78.55,1,2,2,1806.6499999999999
4,45.3,0,0,3,181.2
70,19.85,2,1,1,1389.5
4,50.7,0,0,2,202.8
19,45.0,0,0,0,855.0
18,77.8,0,0,2,1400.3999999999999
38,83.45,0,2,2,3171.1
2,73.25,0,0,1,146.5
47,94.8,1,2,0,4455.599999999999
52,20.1,2,1,0,1045.2
9,59.9,0,0,3,539.1
26,90.1,1,2,1,2342.6
8,51.05,0,0,2,408.4
44,70.95,1,0,2,3121.8
3,29.2,0,0,3,87.6
2,46.6,0,0,0,93.2
9,85.35,0,0,0,768.15
1,75.35,0,0,2,75.35
25,74.3,0,2,0,1857.5
2,69.3,0,0,2,138.6
43,75.2,0,2,2,3233.6
1,20.9,0,1,3,20.9
58,94.3,1,0,2,5469.4
59,76.45,2,2,3,4510.55
44,54.0,1,2,2,2376.0
66,104.25,1,0,2,6880.5
68,19.95,2,1,0,1356.6
9,24.95,0,0,2,224.54999999999998
19,84.75,0,2,2,1610.25
4,19.75,0,1,3,79.0
70,113.65,2,2,0,7955.5
1,44.9,0,0,3,44.9
8,75.25,0,0,2,602.0
53,24.6,2,1,3,1303.8000000000002
51,25.0,1,1,0,1275.0
11,20.95,0,1,0,230.45
60,110.6,2,2,2,6636.0
17,55.5,0,2,1,943.5
3,43.3,0,0,2,129.89999999999998
70,109.5,1,2,0,7665.0
1,19.45,0,1,3,19.45
43,84.85,0,0,2,3648.5499999999997
16,19.6,0,1,3,313.6
57,53.45,1,2,2,3046.65
37,19.8,1,1,1,732.6
72,112.1,2,2,1,8071.2
11,84.8,0,0,1,932.8
50,95.05,0,0,2,4752.5
5,50.35,0,0,2,251.75
1,74.6,0,0,0,74.6
16,19.7,0,1,3,315.2
2,74.2,0,0,2,148.4
17,69.0,0,0,3,1173.0
16,19.35,1,1,1,309.6
15,59.45,0,0,2,891.75
10,19.8,1,1,3,198.0
46,105.2,1,2,0,4839.2
64,109.2,2,0,1,6988.8
1,79.15,0,0,3,79.15
25,53.65,1,0,3,1341.25
71,100.2,2,2,1,7114.2
8,45.15,0,0,3,361.2
72,108.65,2,2,0,7822.8
49,40.65,0,2,0,1991.85
29,55.35,1,2,1,1605.15
72,105.6,2,2,0,7603.2
31,93.8,0,0,2,2907.7999999999997
50,95.7,0,0,2,4785.0
71,83.2,2,2,2,5907.2
70,90.05,2,2,1,6303.5
71,97.65,1,2,1,6933.150000000001
61,68.05,2,2,0,4151.05
32,96.2,0,0,2,3078.4
1,79.6,0,0,2,79.6
68,102.1,2,2,0,6942.799999999999
62,23.4,2,1,0,1450.8
7,71.05,0,0,2,497.34999999999997
20,85.25,0,0,2,1705.0
6,19.45,1,1,3,116.69999999999999
33,59.45,0,2,0,1961.8500000000001
28,92.2,1,0,0,2581.6
27,19.85,2,1,1,535.95
7,43.9,0,0,3,307.3
26,80.5,0,0,2,2093.0
5,89.8,0,0,2,449.0
30,90.5,0,2,1,2715.0
63,90.45,1,0,1,5698.35
1,50.75,0,0,2,50.75
53,84.6,1,0,2,4483.799999999999
14,89.65,0,0,1,1255.1000000000001
21,99.15,0,0,0,2082.15
17,19.95,1,1,3,339.15
16,20.5,2,1,3,328.0
35,62.1,0,0,2,2173.5
32,79.5,0,0,2,2544.0
28,19.55,0,1,0,547.4
1,20.35,0,1,3,20.35
59,51.7,0,0,2,3050.3
72,23.3,1,1,0,1677.6000000000001
36,65.4,1,0,3,2354.4
40,65.1,0,2,3,2604.0
40,81.2,0,0,2,3248.0
9,72.9,0,0,3,656.1
63,74.5,2,2,1,4693.5
3,80.5,0,0,2,241.5
40,60.3,1,0,3,2412.0
8,75.0,0,2,3,600.0
34,90.15,1,2,3,3065.1000000000004
5,40.0,0,2,3,200.0
9,99.45,0,0,1,895.0500000000001
9,69.05,0,0,1,621.4499999999999
31,59.7,0,0,0,1850.7
50,19.85,1,1,0,992.5000000000001
2,86.25,0,2,2,172.5
1,45.65,0,0,2,45.65
8,70.1,0,0,3,560.8
9,40.75,0,0,2,366.75
2,70.2,0,0,0,140.4
3,55.35,0,2,2,166.05
25,95.7,0,0,1,2392.5
1,46.3,0,0,2,46.3
45,81.3,0,2,3,3658.5
51,84.2,0,0,2,4294.2
55,20.0,0,1,1,1100.0
38,66.15,0,2,0,2513.7000000000003
2,45.85,0,0,3,91.7
38,19.6,0,1,2,744.8000000000001
34,49.8,0,0,2,1693.1999999999998
70,101.75,1,0,2,7122.5
13,55.15,1,2,3,716.9499999999999
39,75.25,0,0,2,2934.75
61,103.95,1,0,2,6340.95
12,100.15,0,0,0,1201.8000000000002
41,99.65,2,0,1,4085.65
21,73.7,0,0,2,1547.7
55,50.05,1,0,0,2752.75
69,60.25,2,2,0,4157.25
26,105.75,0,0,2,2749.5
69,87.3,1,2,1,6023.7
18,48.35,0,0,2,870.3000000000001
47,54.25,0,0,2,2549.75
72,85.3,2,2,0,6141.599999999999
33,50.0,0,0,2,1650.0
2,24.4,0,0,3,48.8
72,90.95,2,2,1,6548.400000000001
37,72.25,0,0,0,2673.25
62,96.1,0,0,1,5958.2
71,19.85,2,1,1,1409.3500000000001
23,55.3,0,0,0,1271.8999999999999
16,20.1,1,1,3,321.6
9,69.5,0,2,3,625.5
17,25.15,2,1,3,427.54999999999995
4,20.95,0,1,0,83.8
1,49.55,0,2,2,49.55
24,79.65,0,0,3,1911.6000000000001
1,71.25,0,0,2,71.25
72,113.8,2,2,0,8193.6
72,24.55,2,1,2,1767.6000000000001
11,19.7,0,1,1,216.7
9,20.25,0,1,3,182.25
2,50.15,0,0,1,100.3
60,100.5,1,0,1,6030.0
29,95.9,0,0,2,2781.1000000000004
49,74.45,2,0,0,3648.05
30,104.1,0,0,2,3123.0
53,19.05,1,1,1,1009.6500000000001
39,25.0,2,1,3,975.0
9,19.05,0,1,3,171.45000000000002
39,81.9,1,0,2,3194.1000000000004
8,69.7,0,0,2,557.6
51,90.15,1,0,2,4597.650000000001
71,25.35,2,1,1,1799.8500000000001
71,24.65,2,1,3,1750.1499999999999
70,19.55,2,1,1,1368.5
1,25.25,0,0,2,25.25
38,60.0,2,2,0,2280.0
28,89.9,0,0,1,2517.2000000000003
32,19.4,0,1,0,620.8
49,49.8,2,0,3,2440.2
37,24.1,2,1,0,891.7
10,54.25,0,0,2,542.5
67,109.9,1,2,1,7363.3
7,35.5,1,0,1,248.5
51,87.55,1,0,1,4465.05
9,45.15,0,0,2,406.34999999999997
9,88.4,0,0,3,795.6
4,50.8,0,0,3,203.2
71,99.0,2,2,2,7029.0
50,84.4,0,0,0,4220.0
24,96.55,2,0,2,2317.2
22,59.75,1,2,0,1314.5
44,111.5,0,2,2,4906.0
33,24.25,0,1,0,800.25
1,75.1,0,0,2,75.1
54,70.15,1,0,1,3788.1000000000004
42,101.75,0,0,2,4273.5
1,45.8,0,0,2,45.8
1,20.5,0,1,3,20.5
30,70.4,1,2,2,2112.0
1,30.55,0,0,3,30.55
16,84.9,0,2,2,1358.4
1,20.1,0,1,3,20.1
9,40.65,0,0,3,365.84999999999997
46,101.0,0,0,2,4646.0
1,69.1,0,0,2,69.1
71,54.5,2,2,0,3869.5
43,75.35,0,0,1,3240.0499999999997
50,44.45,1,2,0,2222.5
13,75.0,0,0,3,975.0
19,100.0,1,0,0,1900.0
41,98.05,0,0,0,4020.0499999999997
1,71.15,0,0,2,71.15
24,54.15,0,0,1,1299.6
40,63.9,1,0,0,2556.0
3,69.15,0,0,0,207.45000000000002
37,64.65,1,2,0,2392.05
67,108.75,2,2,1,7286.25
32,98.85,0,0,2,3163.2
6,49.15,0,0,2,294.9
32,89.6,0,2,2,2867.2
59,83.25,0,0,2,4911.75
30,70.25,1,0,0,2107.5
20,19.4,0,1,2,388.0
27,24.5,2,1,2,661.5
20,79.15,0,2,2,1583.0
9,20.1,1,1,3,180.9
68,73.0,1,2,1,4964.0
69,61.4,2,2,1,4236.599999999999
26,84.3,0,0,3,2191.7999999999997
69,19.9,2,1,0,1373.1
11,20.4,2,1,3,224.39999999999998
1,50.75,0,0,3,50.75
10,20.45,1,1,3,204.5
55,75.75,1,2,0,4166.25
44,65.4,1,2,2,2877.6000000000004
46,80.4,0,0,2,3698.4
69,59.75,2,2,0,4122.75
11,78.5,0,0,2,863.5
11,102.0,0,0,2,1122.0
29,48.95,0,0,0,1419.5500000000002
57,99.65,0,2,2,5680.05
28,18.25,1,1,1,511.0
42,54.55,0,2,1,2291.1
2,20.65,0,1,3,41.3
23,40.65,1,2,0,934.9499999999999
18,20.45,0,1,3,368.09999999999997
62,24.8,1,1,0,1537.6000000000001
1,70.8,0,0,3,70.8
16,89.05,0,0,1,1424.8
3,96.6,0,0,2,289.79999999999995
67,88.8,1,2,0,5949.599999999999
62,20.05,2,1,1,1243.1000000000001
57,104.5,0,0,1,5956.5
2,69.8,0,0,2,139.6
23,77.15,2,2,0,1774.45
25,35.05,2,2,0,876.2499999999999
72,108.1,2,0,0,7783.2
2,84.05,0,0,2,168.1
8,20.2,1,1,0,161.6
5,50.6,0,0,3,253.0
35,49.2,0,0,2,1722.0
24,24.6,1,1,2,590.4000000000001
2,71.65,0,0,2,143.3
72,104.9,2,2,1,7552.8
41,106.5,0,2,2,4366.5
4,49.35,0,2,2,197.4
26,75.5,1,0,0,1963.0
7,94.25,0,0,2,659.75
1,68.95,0,0,2,68.95
4,58.5,0,0,3,234.0
48,78.9,2,0,1,3787.2000000000003
2,93.85,0,0,2,187.7
12,79.2,1,2,2,950.4000000000001
60,109.45,0,2,0,6567.0
55,59.2,2,2,2,3256.0
1,29.15,0,0,3,29.15
1,20.05,0,1,3,20.05
4,76.05,0,0,2,304.2
1,24.45,0,0,3,24.45
42,66.5,2,0,1,2793.0
1,49.55,0,2,0,49.55
7,89.35,0,0,1,625.4499999999999
3,73.6,0,0,1,220.79999999999998
72,82.65,2,2,1,5950.8
15,49.0,0,0,2,735.0
4,80.35,0,0,2,321.4
11,25.2,1,1,2,277.2
5,25.45,0,1,3,127.25
1,55.8,0,2,2,55.8
72,110.9,2,2,1,7984.8
55,77.75,0,0,1,4276.25
40,26.2,0,1,2,1048.0
57,19.9,2,1,0,1134.3
1,79.05,0,0,2,79.05
1,95.0,0,2,2,95.0
1,25.2,0,0,3,25.2
52,80.85,1,0,2,4204.2
41,98.4,0,0,2,4034.4
43,56.35,1,0,3,2423.05
47,19.3,2,1,0,907.1
3,50.4,0,0,0,151.2
66,79.4,2,2,1,5240.400000000001
55,55.25,2,0,1,3038.75
29,19.1,1,1,3,553.9000000000001
12,84.05,0,0,2,1008.5999999999999
66,105.2,0,0,2,6943.2
35,101.4,0,0,2,3549.0
10,89.8,0,0,2,898.0
27,75.75,0,0,0,2045.25
58,95.3,0,0,2,5527.4
54,109.75,2,2,0,5926.5
9,19.85,0,1,3,178.65
2,19.3,1,1,1,38.6
6,69.1,0,0,2,414.59999999999997
26,91.25,0,0,2,2372.5
9,20.25,0,1,3,182.25
8,54.75,0,0,3,438.0
12,81.45,0,0,2,977.4000000000001
15,49.1,0,0,2,736.5
43,80.2,1,2,2,3448.6
42,100.3,0,0,2,4212.599999999999
31,65.25,0,2,1,2022.75
66,90.95,2,2,1,6002.7
18,85.45,0,0,2,1538.1000000000001
1,20.0,0,1,3,20.0
61,94.1,2,0,2,5740.099999999999
10,79.85,0,0,2,798.5
1,71.65,0,0,2,71.65
18,73.55,0,0,2,1323.8999999999999
24,104.65,0,0,2,2511.6000000000004
3,19.3,0,1,3,57.900000000000006
50,20.15,1,1,1,1007.4999999999999
1,44.55,0,0,2,44.55
2,54.45,0,2,3,108.9
17,19.65,1,1,0,334.04999999999995
69,105.0,2,0,2,7245.0
72,88.7,2,2,1,6386.400000000001
3,74.25,0,0,2,222.75
50,75.15,2,2,0,3757.5000000000005
53,20.25,2,1,3,1073.25
58,109.1,2,2,1,6327.799999999999
46,30.75,1,2,0,1414.5
72,112.9,0,2,1,8128.8
1,74.2,0,0,2,74.2
6,94.05,0,0,3,564.3
72,78.85,2,2,0,5677.2
4,55.3,0,0,3,221.2
52,19.35,2,1,3,1006.2
2,20.45,1,1,3,40.9
65,19.35,2,1,0,1257.75
43,101.0,0,0,2,4343.0
4,100.2,0,0,2,400.8
25,89.05,1,2,2,2226.25
51,78.65,1,0,1,4011.15
12,74.75,0,0,0,897.0
57,70.1,1,2,0,3995.7
24,19.9,1,1,3,477.59999999999997
64,58.35,1,0,0,3734.4
4,105.65,1,0,2,422.6
26,100.5,0,0,0,2613.0
15,20.05,0,1,3,300.75
64,25.65,2,1,1,1641.6
36,96.5,0,0,2,3474.0
27,95.0,0,0,1,2565.0
1,70.85,0,0,3,70.85
35,85.95,1,2,1,3008.25
4,73.9,0,0,2,295.6
8,45.45,0,0,2,363.6
10,20.0,0,1,1,200.0
2,49.2,0,0,3,98.4
58,109.45,2,2,0,6348.1
51,83.25,2,2,1,4245.75
46,19.25,2,1,3,885.5
1,19.65,0,1,0,19.65
46,72.8,0,0,0,3348.7999999999997
50,109.65,0,2,0,5482.5
53,65.0,0,0,1,3445.0
61,114.1,0,0,2,6960.099999999999
5,20.65,0,1,0,103.25
47,86.95,1,2,0,4086.65
54,94.75,1,0,0,5116.5
19,25.35,0,0,1,481.65000000000003
26,105.45,2,0,2,2741.7000000000003
70,25.4,2,1,3,1778.0
17,102.55,0,0,2,1743.35
30,100.2,0,0,2,3006.0
1,24.0,0,1,3,24.0
19,25.6,2,1,3,486.40000000000003
26,73.5,2,0,1,1911.0
21,74.05,0,0,0,1555.05
50,98.25,1,0,2,4912.5
68,54.4,1,2,2,3699.2
3,101.55,0,0,0,304.65
9,103.1,0,0,2,927.9
51,34.2,2,2,0,1744.2
9,43.75,0,0,2,393.75
41,111.95,1,0,2,4589.95
22,100.65,0,0,2,2214.3
21,55.95,1,2,2,1174.95
71,116.05,2,2,0,8239.55
1,45.75,0,0,2,45.75
26,82.0,1,0,1,2132.0
71,65.15,2,2,0,4625.650000000001
4,44.8,0,0,1,179.2
12,79.8,0,2,2,957.5999999999999
18,88.85,0,0,2,1599.3
3,74.95,0,0,2,224.85000000000002
72,106.85,1,2,0,7693.2
11,74.95,0,0,2,824.45
1,80.15,0,0,1,80.15
13,19.3,1,1,1,250.9
72,109.25,1,0,2,7866.0
42,56.1,1,2,1,2356.2000000000003
17,19.7,0,1,1,334.9
7,51.3,0,0,3,359.09999999999997
68,118.6,2,2,3,8064.799999999999
56,24.15,2,1,0,1352.3999999999999
38,20.3,1,1,3,771.4
72,115.5,2,2,2,8316.0
48,25.05,1,1,1,1202.4
52,109.1,0,2,2,5673.2
35,19.65,1,1,3,687.75
67,111.3,2,0,0,7457.099999999999
1,29.9,0,2,3,29.9
53,80.6,0,0,3,4271.799999999999
34,20.8,0,1,3,707.2
3,35.2,0,0,1,105.60000000000001
1,78.8,0,0,2,78.8
19,89.95,0,0,3,1709.05
60,116.05,2,2,0,6963.0
11,19.55,2,1,1,215.05
47,106.4,0,0,2,5000.8
18,49.4,0,2,2,889.1999999999999
60,115.25,2,2,1,6915.0
72,24.8,2,1,1,1785.6000000000001
39,19.9,1,1,3,776.0999999999999
59,81.25,1,2,1,4793.75
2,69.95,0,0,3,139.9
1,69.1,0,0,2,69.1
20,90.2,0,0,2,1804.0
6,93.55,0,0,0,561.3
71,86.4,2,0,1,6134.400000000001
24,66.3,0,2,3,1591.1999999999998
67,94.65,0,0,1,6341.55
1,80.85,0,0,3,80.85
48,82.05,1,0,3,3938.3999999999996
37,72.1,1,0,3,2667.7
11,34.7,0,0,3,381.70000000000005
3,20.55,0,1,1,61.650000000000006
18,95.95,0,0,1,1727.1000000000001
50,44.8,1,0,0,2240.0
67,109.4,1,2,2,7329.8
25,71.05,0,2,3,1776.25
2,78.55,0,0,2,157.1
9,19.7,0,1,1,177.29999999999998
10,40.25,1,2,3,402.5
70,19.85,2,1,1,1389.5
9,68.25,0,2,0,614.25
4,20.15,0,1,1,80.6
2,50.95,0,2,3,101.9
1,78.65,0,0,2,78.65
19,25.15,0,0,0,477.84999999999997
7,20.25,0,1,0,141.75
1,42.9,0,0,2,42.9
1,44.0,0,0,2,44.0
9,20.25,1,1,3,182.25
3,34.25,0,2,3,102.75
9,58.5,0,2,3,526.5
5,55.8,0,2,1,279.0
56,88.9,1,0,0,4978.400000000001
18,57.65,0,2,3,1037.7
49,96.2,0,0,2,4713.8
70,79.15,2,2,3,5540.5
72,108.05,2,0,1,7779.599999999999
6,74.4,0,0,2,446.40000000000003
17,94.8,0,0,2,1611.6
29,45.9,0,0,2,1331.1
6,105.3,0,0,2,631.8
63,102.6,2,0,2,6463.799999999999
16,73.85,0,0,0,1181.6
59,61.35,1,0,0,3619.65
3,57.55,0,0,2,172.64999999999998
8,29.25,0,0,3,234.0
7,84.55,0,0,2,591.85
68,19.6,2,1,1,1332.8000000000002
68,111.75,2,2,1,7599.0
52,106.5,1,0,2,5538.0
72,107.7,2,2,1,7754.400000000001
32,19.3,1,1,3,617.6
72,20.05,2,1,0,1443.6000000000001
1,69.95,0,0,1,69.95
42,63.7,1,2,1,2675.4
25,24.75,2,1,1,618.75
45,50.9,0,2,0,2290.5
43,60.4,1,2,1,2597.2
37,79.25,1,2,3,2932.25
20,85.8,0,0,1,1716.0
4,24.45,0,0,2,97.8
63,110.1,2,2,1,6936.299999999999
3,90.7,0,0,3,272.1
66,25.3,2,1,1,1669.8
28,105.7,0,0,2,2959.6
8,85.2,0,0,2,681.6
71,24.35,2,1,3,1728.8500000000001
1,24.25,0,0,2,24.25
72,25.1,2,1,0,1807.2
16,54.55,0,2,0,872.8
66,96.6,2,2,3,6375.599999999999
11,76.5,0,0,2,841.5
51,81.15,1,2,1,4138.650000000001
8,38.5,0,2,2,308.0
14,92.9,0,0,2,1300.6000000000001
4,93.5,0,0,2,374.0
70,84.7,2,2,3,5929.0
70,66.0,2,2,2,4620.0
54,101.5,1,0,1,5481.0
28,74.9,0,2,0,2097.2000000000003
